,title,price,link
350,"Lenovo IdeaPad 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Laptop 82RK011GIN (39.62 cm, Arctic Grey, 1.63 Kg, with MS Office)  ","59,938",www.amazon.in/Lenovo-IdeaPad-39-62cm-Windows-82RK011EIN/dp/B0CMGZCDRW/ref=sr_1_301?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.mdeUK54giaAcjFlRKPEeyEs3OAghy9IHnizMJ47MKUeUE2q-zqXB-IdL_F2pg21mM9u_BGryIcIDrgxiJjj_lFT5LzuzfxVQPD7AFIzugRrFxqG3nqSDTkCVpzhFwlQ_Ka6Rkj_B_3TnbMk7_QqTSNwCnPOgX43eaAc2xqFfUelQNACkP1mzEsET7bQWph14oZ5URnHyB7DNwRe6ZglpCDMHzpoYnvjp-1jKssRLLNo.BjqxWtq0Wy9HoOF_sSqhj32ey6ptYZ58hy6goD9dDFA&dib_tag=se&keywords=laptop&qid=1719411238&sprefix=lap%2Caps%2C194&sr=8-301
351,"Dell 15 (2021) Ryzen 5-3450U, 8GB, 256GB SSD, Win 11 + MS Office'21, AMD Vega Graphics, 15.6"" (39.62 cms) FHD Display, Carbon Black (Inspiron 3515, D560676WIN9BE)  ","36,990",www.amazon.in/Dell-Office21-Inspiron-3515-D560676WIN9BE/dp/B09NLS1JC9/ref=sr_1_302?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.mdeUK54giaAcjFlRKPEeyEs3OAghy9IHnizMJ47MKUeUE2q-zqXB-IdL_F2pg21mM9u_BGryIcIDrgxiJjj_lFT5LzuzfxVQPD7AFIzugRrFxqG3nqSDTkCVpzhFwlQ_Ka6Rkj_B_3TnbMk7_QqTSNwCnPOgX43eaAc2xqFfUelQNACkP1mzEsET7bQWph14oZ5URnHyB7DNwRe6ZglpCDMHzpoYnvjp-1jKssRLLNo.BjqxWtq0Wy9HoOF_sSqhj32ey6ptYZ58hy6goD9dDFA&dib_tag=se&keywords=laptop&qid=1719411238&sprefix=lap%2Caps%2C194&sr=8-302
352,"ASUS Creator Series Vivobook 16X 2023, Intel Core i9-13900H 13th Gen, 16.0-inch FHD+ 120Hz, Creator/Gaming Laptop (16GB/1TB SSD/NVIDIA Geforce RTX 3050 4GB/Win11/FP/Black/1.80 kg),K3605VC-MB951WS  ","1,07,990",www.amazon.in/ASUS-Vivobook-i9-13900H-16-0-inch-K3605VC-MB951WS/dp/B0C37C3THC/ref=sr_1_303?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.mdeUK54giaAcjFlRKPEeyEs3OAghy9IHnizMJ47MKUeUE2q-zqXB-IdL_F2pg21mM9u_BGryIcIDrgxiJjj_lFT5LzuzfxVQPD7AFIzugRrFxqG3nqSDTkCVpzhFwlQ_Ka6Rkj_B_3TnbMk7_QqTSNwCnPOgX43eaAc2xqFfUelQNACkP1mzEsET7bQWph14oZ5URnHyB7DNwRe6ZglpCDMHzpoYnvjp-1jKssRLLNo.BjqxWtq0Wy9HoOF_sSqhj32ey6ptYZ58hy6goD9dDFA&dib_tag=se&keywords=laptop&qid=1719411238&sprefix=lap%2Caps%2C194&sr=8-303
353,"Lenovo Legion 5 Intel Core i7-14650HX 16"" (40.64cm) WQXGA IPS 350Nits 165Hz Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4050 6GB/100%sRGB/Alexa/3 Month Game Pass/Grey/2.3Kg), 83DG004RIN  ","1,27,490",www.amazon.in/Lenovo-i7-14650HX-40-64cm-100-sRGB-83DG004RIN/dp/B0CX5CZMMW/ref=sr_1_304?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.mdeUK54giaAcjFlRKPEeyEs3OAghy9IHnizMJ47MKUeUE2q-zqXB-IdL_F2pg21mM9u_BGryIcIDrgxiJjj_lFT5LzuzfxVQPD7AFIzugRrFxqG3nqSDTkCVpzhFwlQ_Ka6Rkj_B_3TnbMk7_QqTSNwCnPOgX43eaAc2xqFfUelQNACkP1mzEsET7bQWph14oZ5URnHyB7DNwRe6ZglpCDMHzpoYnvjp-1jKssRLLNo.BjqxWtq0Wy9HoOF_sSqhj32ey6ptYZ58hy6goD9dDFA&dib_tag=se&keywords=laptop&qid=1719411238&sprefix=lap%2Caps%2C194&sr=8-304
354,"HP OMEN Gaming Laptop, AMD Ryzen 9 7940HS AI-Powered, 8GB RTX 4070 GPU, 16.1-inch (40.9 cm), FHD, IPS, 165Hz, 300 nits, 16GB DDR5, 1TB SSD, RGB Backlit KB, B&O (Black, 2.38 kg), xf0100AX  ","1,57,990",www.amazon.in/HP-AI-Powered-16-1-inch-Backlit-xf0100AX/dp/B0D1BT9SXF/ref=sr_1_305?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.mdeUK54giaAcjFlRKPEeyEs3OAghy9IHnizMJ47MKUeUE2q-zqXB-IdL_F2pg21mM9u_BGryIcIDrgxiJjj_lFT5LzuzfxVQPD7AFIzugRrFxqG3nqSDTkCVpzhFwlQ_Ka6Rkj_B_3TnbMk7_QqTSNwCnPOgX43eaAc2xqFfUelQNACkP1mzEsET7bQWph14oZ5URnHyB7DNwRe6ZglpCDMHzpoYnvjp-1jKssRLLNo.BjqxWtq0Wy9HoOF_sSqhj32ey6ptYZ58hy6goD9dDFA&dib_tag=se&keywords=laptop&qid=1719411238&sprefix=lap%2Caps%2C194&sr=8-305
355,"Acer Aspire 5 Gaming Intel Core i5 12th gen (12-Cores) (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A515-57G/ Gaming Laptop (15.6 inch, Steel Gray 1.8 Kg  ","53,500",www.amazon.in/Acer-12-Cores-Windows-Graphics-A515-57G/dp/B0B45RSRQL/ref=sr_1_306?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.mdeUK54giaAcjFlRKPEeyEs3OAghy9IHnizMJ47MKUeUE2q-zqXB-IdL_F2pg21mM9u_BGryIcIDrgxiJjj_lFT5LzuzfxVQPD7AFIzugRrFxqG3nqSDTkCVpzhFwlQ_Ka6Rkj_B_3TnbMk7_QqTSNwCnPOgX43eaAc2xqFfUelQNACkP1mzEsET7bQWph14oZ5URnHyB7DNwRe6ZglpCDMHzpoYnvjp-1jKssRLLNo.BjqxWtq0Wy9HoOF_sSqhj32ey6ptYZ58hy6goD9dDFA&dib_tag=se&keywords=laptop&qid=1719411238&sprefix=lap%2Caps%2C194&sr=8-306
356,"Lenovo Legion Pro 5 Intel Core i7-14650HX 16"" (40.64cm) WQXGA IPS 500Nits 240Hz Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4060 8GB/100% DCI-P3/3 Month Game Pass/Grey/2.5Kg), 83DF003NIN  ","1,54,990",www.amazon.in/Lenovo-i7-14650HX-40-64cm-500Nits-83DF003NIN/dp/B0CXPZLJ7T/ref=sr_1_307?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.mdeUK54giaAcjFlRKPEeyEs3OAghy9IHnizMJ47MKUeUE2q-zqXB-IdL_F2pg21mM9u_BGryIcIDrgxiJjj_lFT5LzuzfxVQPD7AFIzugRrFxqG3nqSDTkCVpzhFwlQ_Ka6Rkj_B_3TnbMk7_QqTSNwCnPOgX43eaAc2xqFfUelQNACkP1mzEsET7bQWph14oZ5URnHyB7DNwRe6ZglpCDMHzpoYnvjp-1jKssRLLNo.BjqxWtq0Wy9HoOF_sSqhj32ey6ptYZ58hy6goD9dDFA&dib_tag=se&keywords=laptop&qid=1719411238&sprefix=lap%2Caps%2C194&sr=8-307
357,"Lenovo IdeaPad 1 AMD Athlon Silver 7120U 15.6"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Year Warranty/MS Office/Cloud Grey/1.58Kg), 82VG00EQIN  ","28,990",www.amazon.in/Lenovo-IdeaPad-Windows-Warranty-82VG00EQIN/dp/B0CN18M8CM/ref=sr_1_32?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.Yl7SdSyCs9wj6xXHNJgTi3o4yRI_0hJ-dGRhDq9OsPvsjU6SsatAT0DGOFx238HS0N39bvLvh9caPyK7tv4Kdf0lE4HXcQMe6lUIUmVZvZGdsUElnfF0FkDwWe-LENXlJ-4oWG1Ir_8NcTBmKbVSFvnToIqn9HFNp51snY1AU9ONjFVA0gDamgZMtjJrC0po9_P7cLEJFheKHuIbLE-XB7UCo28Zv92vrerUmMwdsYI.oICCFu02moIn8_jFdkRCjwqEENa4zRjRTknqxVU_ic0&dib_tag=se&keywords=laptop&qid=1719411163&sprefix=lap%2Caps%2C194&sr=8-32
358,"Dell 15 Laptop, 13th Gen Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/15.6"" (39.62cm) FHD AG 120Hz 250 nits Narrow Border/ Win11 + MSO'21/15 Month McAfee/Carbon Black/Thin & Light- 1.66kg  ","49,990",www.amazon.in/Dell-Laptop-i5-1335U-Processor-39-62cm/dp/B0CCSMVFWS/ref=sr_1_308?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.mdeUK54giaAcjFlRKPEeyEs3OAghy9IHnizMJ47MKUeUE2q-zqXB-IdL_F2pg21mM9u_BGryIcIDrgxiJjj_lFT5LzuzfxVQPD7AFIzugRrFxqG3nqSDTkCVpzhFwlQ_Ka6Rkj_B_3TnbMk7_QqTSNwCnPOgX43eaAc2xqFfUelQNACkP1mzEsET7bQWph14oZ5URnHyB7DNwRe6ZglpCDMHzpoYnvjp-1jKssRLLNo.BjqxWtq0Wy9HoOF_sSqhj32ey6ptYZ58hy6goD9dDFA&dib_tag=se&keywords=laptop&qid=1719411238&sprefix=lap%2Caps%2C194&sr=8-308
359,KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack  ,"1,599",www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjAwOTQyMTE4NTY4MTc3OjE3MTk0MTEyMzk6c3BfYnRmOjIwMDIxNDI3OTc2NTA2OjowOjo&url=%2FKiller-Backpack-Compartments-Polyester-Waterproof%2Fdp%2FB07CDD6YS2%2Fref%3Dsr_1_309_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.mdeUK54giaAcjFlRKPEeyEs3OAghy9IHnizMJ47MKUeUE2q-zqXB-IdL_F2pg21mM9u_BGryIcIDrgxiJjj_lFT5LzuzfxVQPD7AFIzugRrFxqG3nqSDTkCVpzhFwlQ_Ka6Rkj_B_3TnbMk7_QqTSNwCnPOgX43eaAc2xqFfUelQNACkP1mzEsET7bQWph14oZ5URnHyB7DNwRe6ZglpCDMHzpoYnvjp-1jKssRLLNo.BjqxWtq0Wy9HoOF_sSqhj32ey6ptYZ58hy6goD9dDFA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411238%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
360,"Dell Alienware m16 R1 Gaming Laptop, Intel i7-13650HX/16GB/512GB/16 (40.64cm) QHD+ 165Hz, 100% sRGB/NVIDIA RTX 4050, 6 GB GDDR6/Win 11 + MSO'21, 15 Month McAfee/Dark Metallic Moon/  ","1,49,990",www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjAwOTQyMTE4NTY4MTc3OjE3MTk0MTEyMzk6c3BfYnRmOjMwMDIzNDU2NDc5OTYzMjo6MDo6&url=%2FDell-Alienware-i7-13650HX-40-64cm-Metallic%2Fdp%2FB0C9F5MKS7%2Fref%3Dsr_1_310_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.mdeUK54giaAcjFlRKPEeyEs3OAghy9IHnizMJ47MKUeUE2q-zqXB-IdL_F2pg21mM9u_BGryIcIDrgxiJjj_lFT5LzuzfxVQPD7AFIzugRrFxqG3nqSDTkCVpzhFwlQ_Ka6Rkj_B_3TnbMk7_QqTSNwCnPOgX43eaAc2xqFfUelQNACkP1mzEsET7bQWph14oZ5URnHyB7DNwRe6ZglpCDMHzpoYnvjp-1jKssRLLNo.BjqxWtq0Wy9HoOF_sSqhj32ey6ptYZ58hy6goD9dDFA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411238%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
361,"HP Laptop 15, 13th Gen Intel Core i3-1315U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Thin & light, Intel Iris Xáµ‰ graphics, Dual speakers (Win 11, MSO 2021, Silver, 1.59 kg), fd0006TU  ","40,980",www.amazon.in/HP-i3-1315U-15-6-inch-Graphics-Speakers/dp/B0C3RF3HT3/ref=sr_1_33?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.Yl7SdSyCs9wj6xXHNJgTi3o4yRI_0hJ-dGRhDq9OsPvsjU6SsatAT0DGOFx238HS0N39bvLvh9caPyK7tv4Kdf0lE4HXcQMe6lUIUmVZvZGdsUElnfF0FkDwWe-LENXlJ-4oWG1Ir_8NcTBmKbVSFvnToIqn9HFNp51snY1AU9ONjFVA0gDamgZMtjJrC0po9_P7cLEJFheKHuIbLE-XB7UCo28Zv92vrerUmMwdsYI.oICCFu02moIn8_jFdkRCjwqEENa4zRjRTknqxVU_ic0&dib_tag=se&keywords=laptop&qid=1719411163&sprefix=lap%2Caps%2C194&sr=8-33
362,"HP Laptop 15s, Intel Celeron N4500, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD graphics, 720p HD camera, Thin & light, Dual speakers (Win 11, Black, 1.65 kg), fq3066TU  ","26,490",www.amazon.in/HP-15-6-inch-Micro-Edge-Graphics-15s-fq3066TU/dp/B0CJC7S45V/ref=sr_1_34?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.Yl7SdSyCs9wj6xXHNJgTi3o4yRI_0hJ-dGRhDq9OsPvsjU6SsatAT0DGOFx238HS0N39bvLvh9caPyK7tv4Kdf0lE4HXcQMe6lUIUmVZvZGdsUElnfF0FkDwWe-LENXlJ-4oWG1Ir_8NcTBmKbVSFvnToIqn9HFNp51snY1AU9ONjFVA0gDamgZMtjJrC0po9_P7cLEJFheKHuIbLE-XB7UCo28Zv92vrerUmMwdsYI.oICCFu02moIn8_jFdkRCjwqEENa4zRjRTknqxVU_ic0&dib_tag=se&keywords=laptop&qid=1719411163&sprefix=lap%2Caps%2C194&sr=8-34
363,"(Refurbished) HP C640 10th Gen Intel Core i5 Thin & Light FHD Laptop (8 GB DDR4 RAM | 64 GB eMMC | 14"" (35.6 cm) FHD | Windows 11 | WiFi | Bluetooth | Intel Graphics)  ","17,395",www.amazon.in/Refurbished-HP-Windows-Bluetooth-Graphics/dp/B0CX17V424/ref=sr_1_35?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.Yl7SdSyCs9wj6xXHNJgTi3o4yRI_0hJ-dGRhDq9OsPvsjU6SsatAT0DGOFx238HS0N39bvLvh9caPyK7tv4Kdf0lE4HXcQMe6lUIUmVZvZGdsUElnfF0FkDwWe-LENXlJ-4oWG1Ir_8NcTBmKbVSFvnToIqn9HFNp51snY1AU9ONjFVA0gDamgZMtjJrC0po9_P7cLEJFheKHuIbLE-XB7UCo28Zv92vrerUmMwdsYI.oICCFu02moIn8_jFdkRCjwqEENa4zRjRTknqxVU_ic0&dib_tag=se&keywords=laptop&qid=1719411163&sprefix=lap%2Caps%2C194&sr=8-35
364,"Dell 15 Thin & Light Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Win 11 + MSO'21, 15 Month McAfee Antivirus, Black, Spill-Resistant Keyboard,1.66kg  ","46,990",www.amazon.in/Dell-i5-1235U-Processor-Antivirus-Spill-Resistant/dp/B0CSG4G18G/ref=sr_1_36?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.Yl7SdSyCs9wj6xXHNJgTi3o4yRI_0hJ-dGRhDq9OsPvsjU6SsatAT0DGOFx238HS0N39bvLvh9caPyK7tv4Kdf0lE4HXcQMe6lUIUmVZvZGdsUElnfF0FkDwWe-LENXlJ-4oWG1Ir_8NcTBmKbVSFvnToIqn9HFNp51snY1AU9ONjFVA0gDamgZMtjJrC0po9_P7cLEJFheKHuIbLE-XB7UCo28Zv92vrerUmMwdsYI.oICCFu02moIn8_jFdkRCjwqEENa4zRjRTknqxVU_ic0&dib_tag=se&keywords=laptop&qid=1719411163&sprefix=lap%2Caps%2C194&sr=8-36
365,"ASUS TUF F15 Gaming Laptop, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz,(16GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), FX506HF-HN025W  ","57,990",www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTI3NDM4MDUyODc4MTc3OjE3MTk0MTExNjM6c3BfYnRmOjMwMDExOTI5NjkzNDMzMjo6MDo6&url=%2FASUS-SmartChoice-i5-11400H-GeForce-FX506HF-HN025W%2Fdp%2FB0C27SD9YR%2Fref%3Dsr_1_37_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.Yl7SdSyCs9wj6xXHNJgTi3o4yRI_0hJ-dGRhDq9OsPvsjU6SsatAT0DGOFx238HS0N39bvLvh9caPyK7tv4Kdf0lE4HXcQMe6lUIUmVZvZGdsUElnfF0FkDwWe-LENXlJ-4oWG1Ir_8NcTBmKbVSFvnToIqn9HFNp51snY1AU9ONjFVA0gDamgZMtjJrC0po9_P7cLEJFheKHuIbLE-XB7UCo28Zv92vrerUmMwdsYI.oICCFu02moIn8_jFdkRCjwqEENa4zRjRTknqxVU_ic0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411163%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
366,"Lenovo LOQ AI Powered AMD Ryzen 5 7640HS 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB/Office 2021/3 Month Game Pass/Storm Grey/2.4Kg), 82XT00EEIN  ","67,990",www.amazon.in/sspa/click?ie=UTF8&spc=MTozNTI3NDM4MDUyODc4MTc3OjE3MTk0MTExNjM6c3BfYnRmOjMwMDIwODAwNzQ0MTUzMjo6MDo6&url=%2FLenovo-Powered-7640HS-350Nits-82XT00EEIN%2Fdp%2FB0CX8HGWSB%2Fref%3Dsr_1_38_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.Yl7SdSyCs9wj6xXHNJgTi3o4yRI_0hJ-dGRhDq9OsPvsjU6SsatAT0DGOFx238HS0N39bvLvh9caPyK7tv4Kdf0lE4HXcQMe6lUIUmVZvZGdsUElnfF0FkDwWe-LENXlJ-4oWG1Ir_8NcTBmKbVSFvnToIqn9HFNp51snY1AU9ONjFVA0gDamgZMtjJrC0po9_P7cLEJFheKHuIbLE-XB7UCo28Zv92vrerUmMwdsYI.oICCFu02moIn8_jFdkRCjwqEENa4zRjRTknqxVU_ic0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411163%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
367,"Lenovo Yoga Slim 7 Carbon Intel Evo Core i7 1360P 13.3""(33.7cm) 2.5K IPS 400Nit Laptop(16GB/1TB SSD/Win 11/Office 2021/Backlit KB/1Yr Warranty/Alexa/3 Month Game Pass/Moon White/984g),83AY003CIN  ","1,18,190",www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjE5MjM2NjcyOTU1MTc3OjE3MTk0MTExNjg6c3BfYXRmX25leHQ6MzAwMjI4NDQ3MTM5MzMyOjowOjo&url=%2FLenovo-Carbon-Backlit-Warranty-83AY003CIN%2Fdp%2FB0CHRQJ8PW%2Fref%3Dsr_1_33_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.umxKPoIyXnwhmSEOg60CfrQd44MDOQouVYbFLZltb6kpHIHAs3bfsv13Kp7CKtKJ8mImbnCLkHVh06FeTnJSOFtjMwtkmQt0YUP7HBBxvnVEnzElRRE5XSL2idb1R47FjlMzIFmPjtkF2q70zY6heCzwQu-xi3ryNttSriGOatx2hkmUjb5UvoC2Vw8c2NFBLBKnRVpoKfJhK6tFUw75tx9JRS0e5gLTRjdlXyNmRA4.J6gNJ3EUIGudVrsmfFGZrhcpvzd6POSIKNxGtBj2gUE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411168%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
368,"Lenovo S14 Intel Core I5 12th Gen 14"" (35.56 cm) FHD IPS (1920x1080) Antiglare 300Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Pro/Backlit/Cloud Grey/1.5 kg/3Y Premium Care), 82TW001DIH  ","48,490",www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTg5OTYxMTE1NjUzMTc3OjE3MTk0MTExNTk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDA2NzY2MzM1ODgzMjo6MDo6&url=%2FLenovo-1920x1080-Antiglare-300Nits-82TW001DIH%2Fdp%2FB0CH8D6F4N%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%253Aamzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%26crid%3D3IVMJHJ84VNQX%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.2bSK0VIxANN_n5mg5OjYDVYiILv8NZAUIL34KJz_THVQCp3WRGwHfkKLI8lrV8AiQnnMW1KE3w9xyG_xQ0_-sA.uAZ9ebGTvqVMCURAlFqCgcX3zXscWl3tDV6yw1JKMcw%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CH8D6F4N%26pd_rd_r%3D97842ad6-6956-411d-99cc-b07a129d7853%26pd_rd_w%3DFzdn1%26pd_rd_wg%3DP3orF%26pf_rd_p%3D85e046b2-1010-4183-b7b7-f25119863240%26pf_rd_r%3DB1VM93D87873HJX5PNBF%26qid%3D1719411159%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlap%252Caps%252C194%26sr%3D1-1-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
369,"Acer Aspire Lite AMD Ryzen 7 5700U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/1 TB SSD/MSO) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","46,990",www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MjE5MjM2NjcyOTU1MTc3OjE3MTk0MTExNjg6c3BfYXRmX25leHQ6MzAwMTYwMDA0MjIzNTMyOjowOjo&url=%2FAcer-Premium-Windows-AL15-41-Display%2Fdp%2FB0CWV1XCRP%2Fref%3Dsr_1_34_sspa%3Fcrid%3D3IVMJHJ84VNQX%26dib%3DeyJ2IjoiMSJ9.umxKPoIyXnwhmSEOg60CfrQd44MDOQouVYbFLZltb6kpHIHAs3bfsv13Kp7CKtKJ8mImbnCLkHVh06FeTnJSOFtjMwtkmQt0YUP7HBBxvnVEnzElRRE5XSL2idb1R47FjlMzIFmPjtkF2q70zY6heCzwQu-xi3ryNttSriGOatx2hkmUjb5UvoC2Vw8c2NFBLBKnRVpoKfJhK6tFUw75tx9JRS0e5gLTRjdlXyNmRA4.J6gNJ3EUIGudVrsmfFGZrhcpvzd6POSIKNxGtBj2gUE%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719411168%26sprefix%3Dlap%252Caps%252C194%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
370,"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/Alexa built-in/3 month Game Pass/Grey/1.62Kg), 83EM008GIN  ","61,990",www.amazon.in/Lenovo-IdeaPad-i7-13620H-38-1cm-83EM008GIN/dp/B0D6NCVQZQ/ref=sr_1_35?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.umxKPoIyXnwhmSEOg60CfrQd44MDOQouVYbFLZltb6kpHIHAs3bfsv13Kp7CKtKJ8mImbnCLkHVh06FeTnJSOFtjMwtkmQt0YUP7HBBxvnVEnzElRRE5XSL2idb1R47FjlMzIFmPjtkF2q70zY6heCzwQu-xi3ryNttSriGOatx2hkmUjb5UvoC2Vw8c2NFBLBKnRVpoKfJhK6tFUw75tx9JRS0e5gLTRjdlXyNmRA4.J6gNJ3EUIGudVrsmfFGZrhcpvzd6POSIKNxGtBj2gUE&dib_tag=se&keywords=laptop&qid=1719411168&sprefix=lap%2Caps%2C194&sr=8-35
371,"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN  ","22,990",www.amazon.in/Lenovo-Celeron-1920x1080-Antiglare-82QYA00MIN/dp/B0C28FKJXG/ref=sr_1_36?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.umxKPoIyXnwhmSEOg60CfrQd44MDOQouVYbFLZltb6kpHIHAs3bfsv13Kp7CKtKJ8mImbnCLkHVh06FeTnJSOFtjMwtkmQt0YUP7HBBxvnVEnzElRRE5XSL2idb1R47FjlMzIFmPjtkF2q70zY6heCzwQu-xi3ryNttSriGOatx2hkmUjb5UvoC2Vw8c2NFBLBKnRVpoKfJhK6tFUw75tx9JRS0e5gLTRjdlXyNmRA4.J6gNJ3EUIGudVrsmfFGZrhcpvzd6POSIKNxGtBj2gUE&dib_tag=se&keywords=laptop&qid=1719411168&sprefix=lap%2Caps%2C194&sr=8-36
372,"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon graphics, Backlit KB, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU  ","47,590",www.amazon.in/HP-15-6-inch-Graphics-Speakers-ey2001AU/dp/B0C9DDN2JB/ref=sr_1_37?crid=3IVMJHJ84VNQX&dib=eyJ2IjoiMSJ9.umxKPoIyXnwhmSEOg60CfrQd44MDOQouVYbFLZltb6kpHIHAs3bfsv13Kp7CKtKJ8mImbnCLkHVh06FeTnJSOFtjMwtkmQt0YUP7HBBxvnVEnzElRRE5XSL2idb1R47FjlMzIFmPjtkF2q70zY6heCzwQu-xi3ryNttSriGOatx2hkmUjb5UvoC2Vw8c2NFBLBKnRVpoKfJhK6tFUw75tx9JRS0e5gLTRjdlXyNmRA4.J6gNJ3EUIGudVrsmfFGZrhcpvzd6POSIKNxGtBj2gUE&dib_tag=se&keywords=laptop&qid=1719411168&sprefix=lap%2Caps%2C194&sr=8-37
